docid,author,realname,pseudonym,gender,nationality,authordate,inferreddate,firstpub,latestcomp,allcopiesofwork,copiesin25yrs,enumcron,imprint,genres,subjects,shorttitle,category
uc1.b4951772,"Disch, Thomas M",,,m,us,1940-2008,1979,,1979,1,1,,New York|St. Martin's Pre,Fiction,Young men|Fiction|Twenty-,On wings of song,novel
njp.32101068171212,"Howitt, William",,,m,uk,1792-1879.,1851,,1851,6,6,vol.3,London;H. Colburn;1851.,NotFiction,,Madam Dorrington of the Dene: the story of a life,novel
uc1.b4355423,"Wyse, Lois",,,f,us,1926-2007,1990,,1990,1,1,,New York|Crown Books|1990,Fiction,,Seconds,novel
uc2.ark+=13960=t2k64ct5x,,,,u,,,1845,,1845,1,1,,New York;Nafis & Cornish;,,,The forget-me-not,shortstories
mdp.39015003345900,"Faure, Raoul C. (Raoul Cohen)",,,u,,1909-,1948,,1948,2,2,,New York|Harper|1948,Fiction,Godiva|Lady,"Lady Godiva and Master Tom, a novel;",novel
uc1.b4361989,"Shapiro, Stanley",,,m,us,1925-1990,1986,,1986,2,2,,"New York, N.Y.|Random Hou",Fiction,,A time to remember,novel
uc1.$b146870,"Ramsbotham, Michael",,,m,uk,1919-2016,1969,,1969,1,1,,London|Chatto & Windus|19,Fiction,,The remains of a father: a novel,novel
uc1.b3507752,"Scott, Walter, Sir",,,m,uk,1771-1832.,1842,,1832,1,1,v.6,New York|Collier|1842?-  ,Fiction,,Waverley novels,novel
mdp.39015030039468,"Weidman, Jerome",,,m,us,1913-1998.,1972,,1971,2,2,,New York|Random House|c19,Fiction,,Last respects,novel
uiuo.ark+=13960=t3cz3x62n,"Edgeworth, Maria",,,f,uk,1767-1849.,1804,1800,1804,13,6,v.3,London;Printed for J. Joh,Fiction|NotFiction,Juvenile literature|X823E,Popular tales,juvenile
pst.000031955812,"Barth, John",,,m,us,1930-,1956,,1956,5,5,,"New York|Avon|1965, c1956",Fiction|NotFiction,,The floating opera,novel
nyp.33433076021645,"Stephens, Ann S. (Ann Sophia)",,,f,us,1810-1886.,1863,,1863,1,1,,Philadelphia;T. B. Peters,Fiction,,The rejected wife,novel
mdp.39015000627490,"Kroetsch, Robert",,,m,ca,1927-2011,1973,,1973,1,1,,Toronto|New Press|1973.,UnknownGenre,,Gone Indian,novel
nyp.33433074895958,"Martineau, Harriet",,,f,uk,1802-1876.,1846,,1846,3,3,,London;C. Knight & co.;18,Fiction,English fiction,The billow and the rock : a tale,novel
uc2.ark+=13960=t7br8pf4g,"Hobson, Richmond Pearson",,,m,us,1870-1937,1907,,1907,1,1,,New York;D. Appleton;1907,,United States Naval Acade,Buck Jones at Annapolis,novel
hvd.32044086801834,"Tayler, Charles B. (Charles Benjamin)",,,m,uk,1797-1875.,1828,,1828,1,1,,London;Printed for J.A. H,Fiction,,"A fireside book, or, The account of a Christmas spent at Old Court",novel
njp.32101013133515,"Roche, Regina Maria",,,f,uk,1764-1845.,1813,1810,1813,3,3,v.2,London;Printed at the Min,Fiction,,"The monastery of St. Columb; or, The atonement.  A novel",novel
uiuo.ark+=13960=t4cn7rv19,"Scott, Honoria",,,f,,,1813,,1813,2,2,v.2,London;T. Tegg; [etc.;181,,,"The castle of Strathmay; or, Scenes in the North",novel
mdp.39015063025087,"Acton, Harold",,,m,uk,1904-1994.,1950,1941,1950,1,1,,"Harmondsworth, Middlesex ",UnknownGenre,,"Peonies and ponies, a novel",novel
uc1.b3325678,,,,u,,,1843,,1843,1,1,,Philadelphia;G. B. Zieber,NotFiction,,"The rescued nun : or, A convent and its wrongs",novel
mdp.39015018605686,"Picard, Barbara Leonie",,,f,uk,1917-2011,1964,1951,1964,1,1,,New York|Criterion Books|,UnknownGenre,Fairy tales,The faun and the woodcutter's daughter,juvenile | shortstories
mdp.39015049544409,"Schmitt, Richard",,,m,us,b. 1927,2000,,2000,1,1,,"Woodstock, NY|Overlook Pr",Fiction,Young men|Fiction|Aeriali,The aerialist : a novel,novel
inu.30000064046976,"Ojo-Ade, Femi",,,m,ni,b.1941,1990,,1990,1,1,,Ibadan|College Press|199-,Fiction,,One little girl's dreams : fiction for both the young and the not-so young,novel
mdp.39015039922623,"Michon, Pierre",,,m,fr,1945-,1997,1990,1997,1,1,,San Francisco|Mercury Hou,Bibliographies|Fiction,,Masters and servants,novel
mdp.39015057659503,"Graham, Clayton R",,,m,,,1984,,1984,1,1,,"Stamford, Conn.|Knights P",Novel|Humorous fiction,Fiction|Student exchange ,Walkin' Matilda,novel
uc1.32106015834119,"Nobbs, David",,,m,uk,1935-2015,2000,,2000,1,1,,London|Heinemann|2000,Fiction,,Going gently,novel
inu.39000003617599,"Moorhouse, Frank",,,m,au,b. 1938,1974,,1974,1,1,,Sydney|Angus and Robertso,Fiction,,The electrical experience : a discontinuous narrative,novel
nyp.33433074926241,,,,,,,1814,,1814,1,1,v. 1-2,Chiswick;Press of C. Whit,UnknownGenre,,pt,reprint
mdp.39015066186332,"Harte, Bret",,,m,us,1836-1902.,1889,,1889,1,1,v.19,New York;P.F. Collier & s,NotFiction,,The works of Bret Harte,shortstories
nyp.33433081989703,"Torrey, Jesse",,,m,us,fl. 1787-1834.,1844,,1834,1,1,,Philadelphia;Grigg & Elli,Juvenile audience|NotFict,Textbooks,The pleasing companion ; = or Second reader. Designed for the use of common schools and families,juvenile | shortstories
pst.000009221963,,,,,,,1924,1611,1924,1,1,,London|Milford|1924.,NotFiction,,"The Apocrypha : translated out of the Greek and Latin tongues; being the version set forth A.D. 1611, compared with the most ancient authorities and revised A.D. 1894",reprint
njp.32101068169752,"Gascoigne, Henry Barnet",,,,,,1821,,1821,1,1,,London;J. Robinson;1821.,Fiction,,Sympathy in search of peace at home,novel
uiuo.ark+=13960=t1pg28m9k,"Pickering, Percival","Pickering, Anna Maria","Pickering, Percival",m,uk,1865-1965,1893,,1893,3,3,v.2,"London;Bliss, Sands & Fos",,,A life awry,novel
loc.ark+=13960=t4wh36v99,"Robbins, Mabel Hotchkiss",,,f,,,1917,,1917,2,2,,Boston;Chicago;The Pilgri,Fiction,,The heart of mother-to-be,novel
mdp.39015024863584,"Spielvogel, Nathan Frederick",,,m,au,1874-1956.,1928,,1928,1,1,,"Ballarat, [Vic.|J. Fraser",NotFiction,Gold mines and mining|His,The affair at Eureka : the story of '54,novel
mdp.39015030111077,"Remarque, Erich Maria",,,m,de,1898-1970.,1964,1962,1964,1,1,,"New York|Harcourt, Brace ",NotFiction,,The night in Lisbon,novel
uva.x002122780,"Dixon, Thomas",,,m,us,1864-1946.,1910,1903,1910,1,1,,New York;Grosset & Dunlap,Fiction,,The one woman : a story of modern Utopia,novel
uc1.b3324267,"Lockhart, Laurence W. M. (Laurence William Maxwell)","Lockhart, Laurence William Maxwell",,m,uk,1831-1882.,1869,,1869,2,2,v. 2,Edinburgh;London;W. Black,Fiction,,Doubles and quits,novel
uiuo.ark+=13960=t12n5sm4n,"Wills, W. G","Wills, William Gorman",,m,ir,1828-1891,1861,,1861,3,3,v.2,London;Hurst and Blackett,,823W6852N,Notice to quit,novel
mdp.39015025186779,Pugalenthi Sr.,,,,,,1991,,1991,1,1,,Singapore|VJ Times|1991.,NotFiction,Singapore|Tales|Legends,Myths and legends of Singapore,shortstories
mdp.39015073480777,"Henty, G. A. (George Alfred)","Henty, George Alfred",,m,uk,1832-1902.,1900,1899,1900,1,1,,"London;Blackie & Son, Lim",Juvenile audience|Fiction,"Thirty Years' War, 1618-1",Won by the sword : a tale of the Thirty Years' War,novel
umn.31951000888300t,"Field, Rachel",,,f,us,1894-1942.,1931,,1931,1,1,,"Garden City, N.Y.|Doubled",NotFiction,,The yellow shop,juvenile
mdp.39015063837564,"R�ber, Johannes",,,m,de,1928-,1956,,1956,3,3,,London|R. Hart-Davis|1956,Fiction|UnknownGenre|NotF,Musical fiction|1685-1750,Bach and the heavenly choir;,novel
mdp.39015046394428,"Bell, Clare",,,f,uk,b. 1952,1988,1983,1983,1,1,,London|Grafton|1988.,Fiction,,Ratha�s creature,novel
njp.32101067173003,"Scott, Walter, Sir",,,m,uk,1771-1832.,1819,1816,1819,1,1,v.5,Edinburgh;Printed for Arc,Fiction,,"Antiquary, Rob Roy",novel
mdp.39015020740687,,,,,,,1948,,1948,1,1,,London|Routledge and Paul,UnknownGenre,Fairy tales,Fairy tales,reprint
uiuo.ark+=13960=t13n2j187,"Fuller, J. F",,,m,uk,1835-1924,1892,,1892,3,3,v.2,Edinburgh;W. Blackwood;18,,,Chronicles of Westerly,novel
mdp.39015064116265,"Khan, Aminuddin",,,m,in,1932-,2005,,2005,1,1,,"New Delhi|New York, N.Y.|",Fiction,,A shift in the wind,novel
nyp.33433074810908,"Dodd, Lee Wilson",,,m,us,1879-1933.,1920,,1920,2,2,,New York;E.P. Dutton;1920,NotFiction,,The book of Susan : a novel,novel
uc1.31158000564988,"Stoker, Bram",,,m,ir,1847-1912.,1922,1914,1912,1,1,,London;G. Routledge;1922,UnknownGenre,,"Dracula's guest, and other weird stories",shortstories
mdp.39015057226311,"Reynolds, George W. M. (George William MacArthur)",,,m,uk,1814-1879.,1858,1857,1858,1,1,,London;J. Dicks;186-?,NotFiction,,"The young duchess, or, Memoirs of a lady of quality; a sequel to Ellen Percy",novel
uc1.$b496835,"Bell, Thomas",,,m,us,1903-1961.,1946,,1936,1,1,,New York|Grosset & Dunlap,Fiction,,From this day forward : motion picture title of All brides are beautiful,novel
uc2.ark+=13960=t79s1sv30,"Loti, Pierre",,,m,fr,1850-1923.,1910,1878,1910,1,1,,London;Laurie;191-?,,,The marriage of Loti (Rarahu),reprint
uc1.b4384819,"Leinster, Murray","Jenkins, William Fitzgerald","Leinster, Murray",m,us,1896-1975.,1984,1954,1975,1,1,,"New York, N.Y.|Crown Publ",NotFiction,,The forgotten planet,reprint
uc1.b4041084,"Hering, Ewald",,,,,1834-1918.,1942,,1918,1,1,c.2,Baltimore|The American ac,NotFiction,Physiological optics|Move,Spatial sense and movements of the eye,nonfic
uc1.32106007793463,"Shahane, Vasant Anant",,,m,,1923-,1984,,1984,1,1,,New Delhi|Arnold-Heineman,Fiction,,"Prajapati, god of the people : a novel / Vasant A. Shahane",novel
uc2.ark+=13960=t4zg6h95b,"Trusta, H","Phelps, Elizabeth Wooster Stuart","Trusta, H",f,us,1815-1852.,1851,,1851,1,1,,Andover;W.F. Draper;1851.,,,The sunny side,novel
uc1.b3325125,"Stockton, Frank Richard",,,m,us,1834-1902.,1893,,1893,1,1,,London;Allen;1893.,Fiction,,The shadrach : and other stories,shortstories
nyp.33433074864665,"Graham, Oscar",,,m,,,1913,,1913,1,1,,"St. Paul, Kan.;W. W. Grav",Fiction,,A prince of his race; a college-bred Indian romance,novel
wu.89062201041,"Frelinghuysen, Joseph S",,,m,us,1912-2005,1990,,1990,1,1,,"Manhattan, Kan.|Sunflower",NotFiction,"Personal narratives, Amer",Passages to freedom : a story of capture and escape,novel
uc1.32106010481312,"Secreast, Donald",,,m,us,1949-,1993,,1993,1,1,,New York|HarperCollins|c1,Fiction,Fiction|Mountain life,"White trash, red velvet : stories",shortstories
uc2.ark+=13960=t6g15w87r,"Carlsen, C. L. (Carl Laurence)",,,m,,1880-,1919,,1919,2,2,,New York;E.P. Dutton & Co,,,The son of Pio,novel
mdp.39015065555511,"Wren, Percival Christopher",,,m,uk,1885-1941.,1926,,1926,1,1,,New York|Frederick A. Sto,Fiction,,Beau Sabreur : by Percival Christopher Wren,novel
nyp.33433076055486,"Mitford, Mary Russell",,,f,uk,1787-1855.,1846,,1846,1,1,,Philadelphia;Crissy & Mar,Fiction,,"The works of Mary Russell Mitford : prose and verse, viz. Our village, Belford Regis, Country stories, Finden's tableaux, Foscari, Julian, Rienzi, Charles the First",shortstories
uc1.32106005205981,"Hunter, Evan",,,m,us,1926-2005.,1981,,1981,1,1,,New York|Viking Press|198,Fiction,United States|Fiction|87t,Heat : an 87th Precinct novel,novel
njp.32101033289859,,,,,,,1840,,1840,1,1,vol. 10,London;Printed for the Pe,Fiction,English poetry|Early mode,"Early English poetry, ballads and popular literature of the middle ages",reprint
nnc1.1002356538,,,,u,,,1805,,1805,1,1,v.2,London;1805.,NotFiction,,Two pilgrims; a romance,novel
mdp.39015016424155,"Helme, Elizabeth",,,f,uk,d. 1816.,1805,,1805,4,4,v.3,Brentford;Printed by and ,Fiction,,"The pilgrim of the cross : or, The chronicles of Christabelle de Mowbray : an ancient legend",novel
nyp.33433074955448,,"Barrett, Eaton Stannard",,m,ir,1786-1820,1822,,1822,1,1,v. 1,London;Printed for J.J. S,Fiction,English fiction,The Metropolis. A novel,novel
uc1.$b85964,"Bensusan, S. L. (Samuel Levy)","Bensusan, Samuel Levy",,m,uk,1872-1958.,1949,,1949,1,1,,London|Routledge & Paul|1,Fiction,,Right forward folk,novel
uc1.b4361894,"Schaefer, Frank",,,m,us,1936-,1989,,1989,1,1,,"New York, N.Y.|Poseidon P",Fiction,,The scapeweed goat,novel
mdp.39015009200117,"Clark, Russell S","Clark, Russell Sorrell",,m,au,1909-1989,1946,,1946,1,1,,Sydney [etc.|P. Huston|19,NotFiction,China|Prisoners and priso,An end to tears,novel
nyp.33433074864178,"Hays, Mary",,,m,uk,1759 or 60-1843.,1802,1796,1802,1,1,,New York;Printed for Hugh,Fiction,,Memoirs of Emma Courtney,novel
mdp.39015059433006,"Sr., Hale, Edward Everett",,,m,uk,1822-1909.,1883,,1883,2,2,,New York;Funk & Wagnalls;,Fiction,,"Our Christmas in a palace, a traveller's story",novel
nyp.33433067286959,"Bierce, Ambrose",,,m,us,1842-1914?,1909,,1909,2,2,v. 2,New York;Washington;The N,Fiction,,The collected works of Ambrose Bierce,novel
uc1.$b105597,"Selby, John",,,m,us,b. 1897.,1958,,1958,1,1,,New York|Putnam|1958,Fiction,"History|San Jose, Califor",The days dividing,novel
nyp.33433076065501,"Herbert, Henry William",,,m,uk,1807-1858.,1853,,1853,1,1,,Philadelphia;T. B. Peters,Fiction,"History|Republic, 265-30 ","The Roman traitor: or, The days of Cicero, Cato and Cataline.  A true tale of the republic",novel
uc1.32106009933943,"Oz, Amos",,,m,is,1939-,1989,,1989,2,2,,"San Diego|Harcourt, Brace",Fiction,Fiction|Married people,To know a woman,novel
njp.32101065863092,"Mangin, Edward",,,m,ir,1772-1852.,1806,,1806,2,2,v. 2,London;Carpenter;1806.,,,Oddities and outlines,novel
uc2.ark+=13960=t8w952218,"Millard, Bailey",,,m,us,1859-1941.,1904,,1904,3,3,,New York;E. J. Clode;1904,NotFiction,,The lure o'gold,novel
njp.32101064626425,"Schele de Vere, M. (Maximilian)","de Vere, Maximilian Schele",,m,swe,1820-1898.,1870,,1870,1,1,,Philadelphia;J.B. Lippinc,NotFiction,A.D. 15?-60|Fiction|Agrip,The great empress. A portrait,novel
njp.32101066458215,"Corelli, Marie",,,f,uk,1855-1924.,1900,,1900,10,10,,London;1900.,Fiction|NotFiction,Faith|Clergy|England|Fict,The master-Christian,novel
pst.000045746857,"Tarkington, Booth",,,m,us,1869-1946.,1925,,1925,6,6,,"Freeport, N.Y.|Books for ",Fiction|NotFiction,,Women,novel
njp.32101064794389,"Maxwell, W. H. (William Hamilton)","Maxwell, William Hamilton",,m,ir,1792-1850.,1838,,1838,2,2,,London;Bentley;1838.,Fiction,,"Wild sports of the west. With legendary tales, and local sketches",novel
uc1.$b105875,"Wetzel, Donald",,,m,us,,1952,,1952,2,2,,New York|Crown Publishers,Fiction,,The age of light,novel
inu.30000110580952,"Flynn, Katie",,,f,uk,,2008,,2008,1,1,,London|Arrow|2008.,Novel,Social aspects|Fiction|So,Such sweet sorrow,novel
nyp.33433075765176,A. L. O. E,"Tucker, Charlotte Maria",A.L.O.E.,f,uk,1821-1893.,1864,,1864,1,1,,New York;R. Carter & Bros,NotFiction,,"Christian love and loyalty; or, The rebel reclaimed",novel
uc2.ark+=13960=t28911x0t,"Munn, Charles Clark",,,m,us,1848-1917.,1902,,1902,3,3,,Boston;Lee and Shepard;19,,,Rockhaven,novel
mdp.39015050141590,,"Smiley, Marjorie B",,f,,,1966,,1966,1,1,,New York|Macmillan|c1966.,Bibliographies|NotFiction,Adjustment (Psychology)|L,Coping,nonfic
mdp.39015049973947,"Person, Kendall F",,,m,us,b. 1966,1994,,1994,1,1,,Sacramento|WPM Pub. Co.|1,Fiction,Imprints|Fiction|Californ,Capturing spring,novel
uc1.b3466135,,"Tsipin, Eduard",,m,ru,,1975,,1975,1,1,,Moscow|Progress Publisher,UnknownGenre,Russian essays|English es,The Pulse of time,nonfic
inu.32000014442067,"Zweig, Stefan",,,m,aus,1881-1942.,1944,1941,1942,2,2,,New York|Viking Press|c19,Fiction,,"The royal game, Amok, Letter from an unknown woman",novel
uiuo.ark+=13960=t3tt55j0g,"Medina Pomar, de","de Medina Pomar, Conde",,m,,,1876,,1876,3,3,v.1,London;Chapman & Hall;187,,,Through the ages,novel
hvd.32044086798857,"Baron. Miltie, Karl von",,,m,,,1831,,1831,1,1,,"London;Whittaker, Treache",NotFiction,,The twelve nights,novel
uc1.$b681909,"Ratcliff, A. J. J. (Arthur James John)",,,m,,1894-,1936,,1936,1,1,,"London, New York|T. Nelso",NotFiction,English prose literature|,An anthology of modern prose,shortstories
uc1.$b104405,"Morton, Frederic",,,m,aus,1924-2015,1949,,1949,1,1,,New York|Crown Publishers,Fiction,,The darkness below,novel
mdp.39015063945508,"Parmenter, Christine (Whiting), Mrs",,,f,us,1877-1953.,1935,,1935,1,1,,New York|Thomas Y. Crowel,Fiction,,The Kings of Beacon hill,novel
uc1.b4439355,"Gabriel, Eric",,,m,us,,1989,,1989,1,1,,San Francisco|Mercury Hou,Fiction,,Waterboys : a novel,novel
uc1.31822027130145,"Paton, Margaret (Whitecross)",,,f,uk,1841-1905,1894,,1894,7,7,,London;Hodder and Stought,Bibliographies|NotFiction,Missions|Description and ,Letters and sketches from the New Hebrides,novel
njp.32101037604772,"Du Bois, Edward",,,m,uk,1774-1850.,1800,,1800,1,1,,London;Printed for J. Wri,Fiction,"Godwin, William|1756-1836","St. Godwin: a tale of the sixteenth, seventeenth, and eighteenth century",novel
wu.89077140804,"Brandegee, S. K, Mrs",,,f,,,1871,,1871,1,1,,New York;American Tract S,ContainsBiogMaterial|NotF,"Civil War, 1861-1865|Medi","The bugle call; or, A summons to work in Christ's army",novel
mdp.39015042010309,"MacLaverty, Bernard",,,m,uk,1942-,1982,,1982,1,1,,London|Cape|1982.,Fiction,,"A time to dance, and other stories",shortstories
uc1.b3170103,"Zahrebel?ny?, Pavlo Arkhypovych",,,m,ukr,1941-2009,1978,,1978,1,1,,Moscow|Progress Publisher,Fiction,,From the point of view of eternity = Z pohli?adu vichnosti,novel
uc2.ark+=13960=t2s46nz30,"Disraeli, Benjamin, Earl of Beaconsfield",,,m,uk,1804-1881.,1845,1837,1845,5,1,,London;Longmans;1845?,Fiction,,Henrietta Temple: a love story,novel
uc1.32106018997434,"McAuliffe, Nichola",,,f,uk,,2007,,2007,1,1,,London|Oberon|2007,Novel,Production and direction|,A fanny full of soap : the story of a West End musical,novel
mdp.39015066063937,"Shellabarger, Samuel",,,m,us,1888-1954.,1956,,1954,1,1,,"Boston|Toronto|Little, Br",Fiction,,Tolbecken,novel
mdp.39015059389943,"Ashton, Helen",,,f,au,1891-1958.,1949,,1949,2,2,,"New York|Dodd, Mead|1949",Fiction,"Austen, Jane|1775-1817|In","Parson Austen's daughter, a novel",novel
uc2.ark+=13960=t4gm8939w,"Tourg�e, Albion Winegar",,,m,us,1838-1905,1888,1885,1888,3,3,,"New York;Fords, Howard, &",Fiction,,Black ice,novel
uc1.32106011619290,"Arjouni, Jakob","Bothe, Jakob","Arjouni, Jakob",m,de,1964-2013,1993,1985,1993,1,1,,New York|Fromm Internatio,Fiction|Detective and mys,Turks|Hate crimes|Germany,"Happy birthday, Turk!",novel
nc01.ark+=13960=t0bv8m80k,"Pyle, Katharine",,,f,us,1863-1938,1911,,1911,1,1,,New York;E.P. Dutton & co,,,Fairy tales from many lands,shortstories
pst.000006711108,"Roche, Regina Maria",,,f,ir,1764-1845.,1810,1796,1810,21,16,v.4,London;Newman;1810.,Fiction|UnknownGenre|NotF,,The children of the abbey : a tale,novel
uiuo.ark+=13960=t86h5706q,"Tautphoeus, Jemima Montgomery",,,f,ir,1807-1893,1853,,1853,4,4,v.3,London;R. Bentley;1853.,,English fiction,Cyrilla,novel
uc2.ark+=13960=t11n8091g,"Shedd, George C. (George Clifford)","Shedd, George Clifford",,m,us,1877-1937.,1910,,1910,1,1,,New York;Macaulay;1910.,,,The princess of Forge,novel
hvd.32044004799219,"Bunbury, Selina",,,f,uk,1802-1882.,1843,,1843,1,1,,London;Willoughby;1843?,Fiction,"History|James I, 1603-162",Coombe abbey An historical tale of the reign of James the First,novel
nyp.33433076066939,"Knight, Helen C. (Helen Cross)","Knight, Helen Cross",,f,,1814-1906.,1846,,1846,1,1,,Philadelphia;American Sun,Fiction,,City cousins : a sequel to Annie Sherwood,novel
mdp.39015037756031,"Mahadevan, T. K",,,m,in,,1995,,1995,1,1,,New Delhi|Mittal Publicat,Fiction,,We die but once : a novel,novel
wu.89098017916,"Cummins, Maria S. (Maria Susanna)","Cummins, Maria Susanna",,f,us,1827-1866.,1857,,1857,3,2,,"London;Sampson Low, Son, ",Fiction|NotFiction,,Mabel Vaughan,novel
uc2.ark+=13960=t5w669q8k,"Haven, Alice B. (Alice Bradley)","Haven, Alice Bradley Neal",,f,us,1827-1863.,1853,,1853,4,4,,New-York;D. Appleton & Co,Fiction|Juvenile audience,Gold mines and mining|Juv,"""All's not gold that glitters""",juvenile
uiuo.ark+=13960=t6154xz35,"Davenport, Selina",,,f,uk,1779-1859,1814,,1814,4,4,v.3,London;Printed at the Min,,,The hypocrite;,novel
uiuo.ark+=13960=t9280xx79,"Reid, Mayne","Reid, Thomas Mayne",,m,ir,1818-1883.,1876,,1876,4,4,v.3,London;Tinsley;1876.,,,The flag of distress,novel
uc1.32106009609949,"Dabydeen, Cyril",,,m,ca,1945-,1988,,1988,1,1,,"London, Ont.|Third Eye|19",Fiction,,To monkey jungle,novel
uiuo.ark+=13960=t9p27d018,"Salter, Peter King",,,m,,,1887,,1887,3,3,v.1,London;R. Bentley;1887.,,,Whitepatch,novel
nyp.33433082300280,"Nesbit, E. (Edith)","Nesbit, Edith",,f,uk,1858-1924.,1901,,1901,1,1,,New York;London;Harper & ,Juvenile audience|Fiction,,The Wouldbegoods,juvenile
uc1.b4353938,"Zadornov, Nikola?",,,m,ru,1909-1992,1971,,1971,1,1,,Moscow|Progress Publisher,Fiction,,Amur saga,novel
mdp.39015011559971,"Charteris, Leslie",,,m,uk,1907-1993.,1979,1940,1978,1,1,,"Garden City, N.Y.|Publish",Fiction,Saint (Fictitious charact,The Saint and the Templar treasure,reprint
mdp.39015003930669,"Godfrey, Dave",,,m,ca,1938-2015,1970,,1970,1,1,,Toronto|Chicago|New Press,Fiction,,The new ancestors,novel
mdp.39015003676460,"Fleetwood, Hugh",,,m,uk,1944-,1977,,1977,1,1,,London|Hamilton|1977.,Fiction,,An Artist and a magician,novel
nyp.33433034410963,"Maartens, Maarten","Schwartz, Jozua Marius Willem van der Poorten","Maartens, Maarten",m,ne,1858-1915.,1894,1893,1894,1,1,,London;R. Bentley and Son,Fiction,Dutch fiction,The greater glory; a story of high life,novel
